budget,id,popularity,year,revenue,runtime,title,vote_average,vote_count
50000000,2898,9.374049,1997,314178011,139,As Good as It Gets,7.2,946
60000000,453,11.93646,2001,313542341,135,A Beautiful Mind,7.7,3087
100000000,76163,14.881566,2012,312573423,103,The Expendables 2,6.1,2940
40000000,173897,0.75571,2016,312242626,107,Resident Evil: The Final Chapter,5.9,1139
80000000,324849,17.070748,2017,311950384,104,The Lego Batman Movie,7.2,1473
74000000,228165,12.334689,2015,311594032,93,The SpongeBob Movie: Sponge Out of Water,5.7,733
85000000,298,12.16276,2007,311312624,122,Ocean's Thirteen,6.5,2040
61000000,294254,41.225769,2015,311256926,132,Maze Runner: The Scorch Trials,6.5,3148
33000000,817,13.984182,1999,310940086,95,Austin Powers: The Spy Who Shagged Me,6.1,1034
200000000,20662,10.56812,2010,310669540,140,Robin Hood,6.2,1434
100000000,39451,9.73941,2010,310650585,98,Little Fockers,5.5,1092
10400000,360814,8.792104,2016,310000000,161,Dangal,8,140
150000000,13053,15.580915,2008,309979994,98,Bolt,6.3,1798
80000000,3595,8.772188,1996,309492681,117,Ransom,6.4,482
70000000,4806,8.919469,1999,309457509,116,Runaway Bride,5.8,472
29000000,22881,12.753109,2009,309208309,129,The Blind Side,7.2,1626
12000000,222935,16.274653,2014,307166834,125,The Fault in Our Stars,7.6,3868
55000000,1402,20.981716,2006,307077295,117,The Pursuit of Happyness,7.7,2607
145000000,81188,10.943775,2012,306941670,97,Rise of the Guardians,7.1,1981
45000000,1574,13.325347,2002,306776732,113,Chicago,6.9,695
165000000,5255,14.27536,2004,305875730,100,The Polar Express,6.4,1524
92000000,47964,12.471865,2013,304654182,98,A Good Day to Die Hard,5.2,3519
90000000,10674,21.180857,1998,304320254,88,Mulan,7.6,2089
20000000,840,10.610446,1977,303788635,135,Close Encounters of the Third Kind,7.2,1122
110000000,274870,20.303632,2016,303144152,116,Passengers,6.7,4134
209000000,44833,13.106966,2012,303025485,131,Battleship,5.5,2141
45000000,1624,10.102471,1997,302710615,86,Liar Liar,6.4,1456
175000000,14869,11.787058,2009,302469017,118,G.I. Joe: The Rise of Cobra,5.6,1988
150000000,57165,7.739904,2012,301000000,99,Wrath of the Titans,5.5,1459
70000000,879,14.508137,1991,300854823,144,Hook,6.7,1563
31000000,1374,10.25721,1985,300473716,91,Rocky IV,6.6,984
44000000,1369,11.924462,1985,300400432,96,Rambo: First Blood Part II,6.3,884
160000000,7131,12.643312,2004,300257475,132,Van Helsing,6,1674
60000000,35791,0.452934,2010,300228084,97,Resident Evil: Afterlife,5.8,1382
55000000,1924,15.460102,1978,300218018,143,Superman,6.9,1042
133000000,10137,8.3595,1999,300135367,84,Stuart Little,5.8,998
20000000,96,9.200336,1987,299965036,100,Beverly Hills Cop II,6.1,627
170000000,241259,14.61608,2016,299370084,113,Alice Through the Looking Glass,6.5,1782
38000000,8874,4.678572,1997,299288605,105,My Best Friend's Wedding,6.4,606
110000000,39254,19.265552,2011,299268508,127,Real Steel,6.6,2749
85000000,12222,8.326699,2008,297138014,88,Horton Hears a Who!,6.3,927
63000000,818,8.786653,2002,296655431,94,Austin Powers in Goldmember,5.9,997
110000000,283366,36.262655,2016,296485719,127,Miss Peregrine's Home for Peculiar Children,6.5,3213
75000000,36657,0.954467,2000,296339527,104,X-Men,6.8,4172
7500000,9494,5.795045,1989,296000000,93,Look Who's Talking,5.8,546
110000000,262500,27.887186,2015,295238201,119,Insurgent,6.2,3921
30000000,620,22.089729,1984,295212467,107,Ghostbusters,7.3,2431
80000000,11324,15.813629,2010,294804195,138,Shutter Island,7.8,6559
71000000,3050,9.439079,1998,294456605,85,Doctor Dolittle,5.4,705
110000000,27576,8.704455,2010,293329073,100,Salt,6.2,2125
150000000,19585,9.163791,2009,292817841,88,G-Force,5.1,519
90000000,1422,18.515448,2006,289847354,151,The Departed,7.9,4455
25000000,1934,13.813155,1998,289317794,122,Shakespeare in Love,6.8,831
130000000,1979,12.924254,2007,289047763,92,Fantastic 4: Rise of the Silver Surfer,5.4,2648
39000000,9602,7.830087,1988,288752301,116,Coming to America,6.5,944
85000000,157350,21.572585,2014,288747895,139,Divergent,6.9,4784
75000000,2502,20.40426,2004,288500217,108,The Bourne Supremacy,7.2,2873
32500000,55721,6.810991,2011,288383523,125,Bridesmaids,6.5,1697
100000000,37786,7.255991,2010,288347692,146,Sex and the City 2,5.5,434
50000000,8839,12.812539,1995,287928194,100,Casper,6,1045
150000000,5559,8.774374,2007,287594577,91,Bee Movie,5.7,1208
30000000,2770,10.25103,2001,287553595,108,American Pie 2,6,1375
29000000,254470,15.862632,2015,287506194,115,Pitch Perfect 2,6.8,1997
8200000,15121,9.06773,1965,286214286,174,The Sound of Music,7.4,966
120000000,75612,14.654053,2013,286168572,124,Oblivion,6.4,4862
115000000,68724,15.232738,2013,286140700,109,Elysium,6.4,3510
140000000,944,14.470551,1998,285444603,127,Lethal Weapon 4,6.3,782
40000000,9522,11.100597,2005,285176741,119,Wedding Crashers,6.4,1406
60000000,497,19.96678,1999,284600000,189,The Green Mile,8.2,4166
260000000,49529,14.670353,2012,284139100,132,John Carter,6.1,2170
135000000,77950,8.979753,2013,282570682,96,Turbo,6.1,1094
25000000,634,10.780524,2001,281929795,97,Bridget Jones's Diary,6.6,1397
80000000,364,15.001681,1992,280000000,126,Batman Returns,6.6,1706
100000000,37710,12.845045,2010,278731369,103,The Tourist,6,1744
37000000,299824,4.209701,2015,278300000,127,Mojin: The Lost Legend,6,71
19000000,4247,12.446738,2000,278019771,88,Scary Movie,6,1468
70000000,7451,12.722381,2002,277448382,124,xXx,5.8,1454
9000000,381288,28.920839,2016,276921998,117,Split,7,4461
130000000,49040,14.89499,2012,276572938,120,The Bourne Legacy,6,2683
84000000,9637,8.592826,2002,275650703,88,Scooby-Doo,5.4,853
65000000,72976,10.680331,2012,275293450,149,Lincoln,6.7,1456
15000000,129,41.048867,2001,274925095,125,Spirited Away,8.3,3968
115000000,1995,15.851722,2001,274703340,100,Lara Croft: Tomb Raider,5.7,2235
80000000,27578,14.75562,2010,274470394,103,The Expendables,6,2977
50000000,9390,11.807601,1996,273552592,139,Jerry Maguire,6.7,941
130000000,8961,8.191436,2003,273339556,147,Bad Boys II,6.3,1588
145000000,82703,9.493838,2014,272912430,92,Mr. Peabody & Sherman,6.7,861
19000000,274,4.307222,1991,272742922,119,The Silence of the Lambs,8.1,4549
80000000,38365,23.981251,2010,271430189,102,Grown Ups,6,1746
42000000,37233,9.678367,1993,270248367,154,The Firm,6.6,513
17000000,1371,11.673366,1982,270000000,99,Rocky III,6.6,894
37000000,138832,18.474368,2013,269994119,110,We're the Millers,6.8,3053
33000000,13223,14.794228,2008,269958228,116,Gran Torino,7.8,3181
100000000,116711,11.913405,2013,268426634,102,Epic,6.4,1143
18000000,195589,11.90575,2014,268157400,96,Neighbors,6.2,2773
140000000,147441,16.320249,2014,268031828,150,Exodus: Gods and Kings,5.6,1957
858000,3170,13.698132,1942,267447150,70,Bambi,6.8,1450
105000000,10198,16.616517,2009,267045765,97,The Princess and the Frog,6.7,1293
80000000,6964,8.524847,2003,266728738,128,Something's Gotta Give,6.3,422
38000000,4478,7.118123,1993,266614059,117,Indecent Proposal,5.8,300
18000000,241254,16.219485,2014,266586800,93,The Prince,4.6,218
100000000,4982,9.644542,2007,266465037,157,American Gangster,7.4,1527
105000000,7840,13.99377,2008,266000000,109,10 000 BC,5.1,934
175000000,9804,16.885184,1995,264218220,135,Waterworld,5.9,1017
60000000,37165,13.155901,1998,264118201,103,The Truman Show,7.8,4702
92000000,4327,9.774985,2000,264105545,98,Charlie's Angels,5.6,1253
90000000,18,24.30526,1997,263920180,126,The Fifth Element,7.3,3962
2900000,11224,14.436858,1950,263591415,74,Cinderella,6.8,1760
65000000,8844,17.015539,1995,262797249,104,Jumanji,6.9,2413
117000000,37834,12.758942,2010,261930431,109,Knight and Day,5.9,1583
18000000,496,8.278336,2006,261572744,82,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1617
65000000,861,12.954444,1990,261317921,113,Total Recall,7.1,1745
75000000,9928,12.949715,2005,260696994,91,Robots,6,1383
50000000,37686,19.529911,2011,260095987,112,Super 8,6.6,2496
55000000,116149,15.686837,2014,259207227,95,Paddington,7,899
120000000,9471,7.821116,2003,259175788,106,Charlie's Angels: Full Throttle,5.2,930
75000000,8909,12.457896,2008,258270008,110,Wanted,6.4,2583
140000000,5174,9.718111,2007,258022233,91,Rush Hour 3,6.1,801
3500000,9427,8.333322,1997,257850122,91,The Full Monty,6.9,372
60000000,6947,8.172707,2004,256697520,108,The Village,6.2,1101
52000000,462,10.135446,2000,256271286,131,Erin Brockovich,7.1,730
6500000,250546,23.242452,2014,255273813,99,Annabelle,5.5,1588
70000000,9350,9.830853,1993,255000211,112,Cliffhanger,6.1,600
6000000,712,8.990345,1994,254700832,117,Four Weddings and a Funeral,6.6,654
80000000,45243,21.893532,2011,254455986,102,The Hangover Part II,6.2,3836
65000000,383785,17.630487,2017,254212245,130,Kung Fu Yoga,5.9,50
30000000,9598,14.404764,1995,254134910,89,Babe,6,756
0,11199,11.356011,2007,253625427,100,Wild Hogs,5.7,666
85000000,11970,14.048694,1997,252712101,93,Hercules,7.3,1741
5000000,419430,36.894806,2017,252434250,104,Get Out,7.2,2978
38000000,44264,10.730765,2010,252276927,110,True Grit,7.2,1701
18000000,1281,12.799853,1997,251212670,85,Bean,6.3,602
40000000,168672,16.478036,2013,251171807,138,American Hustle,6.8,2868
65000000,9489,10.237996,1998,250821495,119,You've Got Mail,6.3,859
90000000,9798,12.978751,1998,250649836,132,Enemy of the State,6.7,1266
95000000,9342,11.348096,1998,250288523,136,The Mask of Zorro,6.3,1211
80000000,2300,11.054251,1996,250200000,88,Space Jam,6.5,1335
48000000,565,13.740965,2002,249348933,115,The Ring,6.5,1720
100000000,2486,9.851133,2006,249288105,104,Eragon,4.9,990
78000000,109451,14.412061,2013,248384621,95,Cloudy with a Chance of Meatballs 2,6.4,936
75000000,9741,14.67855,2000,248118121,106,Unbreakable,6.9,1994
60000,2667,14.838386,1999,248000000,81,The Blair Witch Project,6.3,1090
16000000,8467,9.844558,1994,247275374,107,Dumb and Dumber,6.5,1894
80000000,109418,9.411725,2013,246984278,100,Grown Ups 2,5.8,1180
99000000,227973,12.338346,2015,246233113,88,The Peanuts Movie,6.5,608
135000000,44896,10.581925,2011,245724603,107,Rango,6.6,2094
80000000,754,11.467391,1997,245676146,138,Face/Off,6.8,1612
135000000,308531,13.047776,2016,245623848,112,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,984
150000000,62213,10.665859,2012,245527149,113,Dark Shadows,5.7,2383
137000000,1927,15.422638,2003,245360480,138,Hulk,5.3,1571
6000000,238,41.109264,1972,245066411,175,The Godfather,8.5,6024
40000000,508,10.586815,2003,244931766,135,Love Actually,7,1917
40000000,196,13.043999,1990,244527583,118,Back to the Future Part III,7.1,2978
33000000,2109,11.840557,1998,244386864,98,Rush Hour,6.8,1254
60000000,14306,9.729748,2008,244082376,115,Marley & Me,6.9,1392
130000000,82700,10.747642,2013,243843127,100,After Earth,5,2579
88000000,257344,21.14796,2015,243637091,105,Pixels,5.6,2564
100000000,184315,19.606895,2014,243400000,99,Hercules,5.6,1707
40000000,881,12.330249,1992,243240178,138,A Few Good Men,7.1,899
100000000,22794,11.665693,2009,242988466,90,Cloudy with a Chance of Meatballs,6.5,1799
50000000,274167,8.009226,2015,242786137,96,Daddy's Home,5.8,870
120000000,97020,10.246549,2014,242688965,102,RoboCop,5.7,2385
100000000,9268,6.919314,1996,242295562,115,Eraser,5.6,553
125000000,121856,27.54107,2016,240697856,115,Assassin's Creed,5.4,2776
65000000,71679,0.948759,2012,240159255,95,Resident Evil: Retribution,5.6,1618
70000000,1573,18.785984,1990,240031094,124,Die Hard 2,6.6,1920
0,9396,8.948565,1988,239606210,110,Crocodile Dundee II,5.5,310
60000000,363676,18.275689,2016,238470033,96,Sully,7,2106
125000000,415,17.038824,1997,238207122,125,Batman & Robin,4.2,1447
82500000,9339,9.796552,2006,237681299,107,Click,6,2167
112000000,38745,7.565799,2010,237382724,85,Gulliver's Travels,4.9,633
90000000,9679,14.091765,2000,237202299,118,Gone in Sixty Seconds,6.1,1511
3500000,11009,13.657204,1977,237113184,118,Saturday Night Fever,6.5,383
76000000,584,2.32462,2003,236350661,107,2 Fast 2 Furious,6.2,2087
100000000,644,13.249364,2001,235926552,146,A.I. Artificial Intelligence,6.8,2011
16400000,207,19.905716,1989,235860116,129,Dead Poets Society,8.1,2786
65000000,238713,13.257467,2015,235666219,120,Spy,6.9,2590
11000000,2105,18.344227,1999,235483004,95,American Pie,6.4,2358
50000000,71552,8.10609,2012,234989584,113,American Reunion,6.1,1641
34200000,9032,8.011869,1999,234801895,93,Big Daddy,6.2,898
24000000,4935,16.136048,2004,234710455,119,Howl's Moving Castle,8.2,2049
0,258509,14.307672,2015,233755553,92,Alvin and the Chipmunks: The Road Chip,5.7,438
14000000,205596,31.59594,2014,233555708,113,The Imitation Game,8,5895
80000000,10200,9.265322,2008,233093859,104,The Day the Earth Stood Still,5.2,1057
125000000,18823,11.972347,2010,232713139,106,Clash of the Titans,5.6,2280
90000000,65754,8.907829,2011,232617430,158,The Girl with the Dragon Tattoo,7.2,2479
97000000,126889,72.884078,2017,232380243,122,Alien: Covenant,5.7,2677
44500000,68734,14.238234,2012,232324128,120,Argo,7.1,3473
27000000,409,15.564161,1996,231976425,162,The English Patient,7,559
31000000,2005,18.83065,1992,231605150,100,Sister Act,6.5,713
55000000,8273,14.397139,2003,231449203,103,American Wedding,6,1158
7500000,7326,11.791591,2007,231411584,96,Juno,7,2313
100000000,561,9.615691,2005,230884728,121,Constantine,6.6,1837
25000000,381284,16.816834,2016,230698791,127,Hidden Figures,7.8,2178
80000000,11665,11.35779,2008,230685453,110,Get Smart,6,1072
18000000,350312,9.042261,2017,230000000,161,Baahubali 2: The Conclusion,6.7,161
25000000,1268,10.19853,2007,229736344,90,Mr. Bean's Holiday,6.1,682
20000000,637,39.39497,1997,229400000,116,Life Is Beautiful,8.3,3643
144000000,43074,17.162744,2016,229147509,116,Ghostbusters,5.3,2203
73000000,330,0.788123,1997,229074524,129,The Lost World: Jurassic Park,6.2,2528
110000000,1250,11.902354,2007,228738393,114,Ghost Rider,5.2,1754
25000000,942,12.834276,1989,227853986,114,Lethal Weapon 2,6.7,1066
120000000,40805,7.888013,2011,227817248,119,The Green Hornet,5.5,1274
21000000,858,10.234919,1993,227799884,105,Sleepless in Seattle,6.5,630
75000000,37958,10.363671,2011,226904017,110,Immortals,5.7,898
25000000,8681,16.367481,2008,226830568,93,Taken,7.2,4444
95000000,32657,9.785895,2010,226497209,118,Percy Jackson & the Olympians: The Lightning Thief,6,2079
70000000,10201,9.756289,2008,225990978,104,Yes Man,6.4,1869
10000000,489,15.064833,1997,225933435,126,Good Will Hunting,7.9,2880
40000000,37799,16.972995,2010,224920315,120,The Social Network,7.1,3492
45000000,7443,11.834245,2000,224834564,84,Chicken Run,6.5,1190
50000000,60304,10.337211,2013,224803475,88,Hansel & Gretel: Witch Hunters,5.7,3290
34000000,339403,228.032744,2017,224511319,113,Baby Driver,7.2,2083
75000000,1701,11.545982,1997,224012234,115,Con Air,6.5,1289
60000000,628,11.970205,1994,223664608,123,Interview with the Vampire,7.2,1558
55000000,9315,12.419851,2005,223387299,98,Flightplan,6.1,796
50000000,225574,19.650229,2014,222809600,106,Non-Stop,6.8,2302
32000000,9354,12.358786,1989,222724172,93,Honey  I Shrunk the Kids,6.1,756
40000000,10144,17.496832,1989,222300000,83,The Little Mermaid,7.2,1921
85000000,8247,11.03897,2008,222231186,88,Jumper,5.9,1855
170000000,8487,9.887602,1999,222104681,106,Wild Wild West,5.1,1042
22000000,11092,7.025657,1990,221303188,127,Presumed Innocent,6.6,155
48000000,4256,11.142209,2003,220673217,84,Scary Movie 3,5.8,948
75000000,207932,18.311054,2016,220021259,121,Inferno,5.7,2316
200000000,44912,13.985631,2011,219851172,114,Green Lantern,5.1,2551
50000000,151960,11.604181,2013,219788712,91,Planes,5.7,568
60000000,594,14.092373,2004,219417255,128,The Terminal,7.1,1974
85000000,22897,9.083133,2009,219103655,121,It's Complicated,6.2,370
30000000,4964,9.058516,2007,219076518,129,Knocked Up,6.2,1255
70000000,9837,11.898185,1998,218613188,99,The Prince of Egypt,6.9,847
60000000,75780,12.789812,2012,218340595,130,Jack Reacher,6.3,3046
65000000,1538,13.455112,2004,217764291,120,Collateral,7,1476
68000000,214756,42.061481,2015,217022588,115,Ted 2,6.2,2524
50000000,302699,11.374041,2016,216972543,107,Central Intelligence,6.2,1699
30000000,70,14.471373,2004,216763646,132,Million Dollar Baby,7.7,2519
15000000,9493,5.952494,1988,216614388,107,Twins,5.7,566
52000000,32856,7.466721,2010,216485654,125,Valentine's Day,5.7,1043
20000000,52449,7.310686,2011,216197492,92,Bad Teacher,5.4,1634
62000000,9331,7.513245,1994,215887717,141,Clear and Present Danger,6.4,390
4000000,12230,15.727519,1961,215880014,79,One Hundred and One Dalmatians,6.8,1643
40000000,6114,16.777675,1992,215862692,128,Dracula,7.1,1087
75000000,11678,6.548229,2000,215663859,124,Vertical Limit,5.9,287
70000000,49017,16.316318,2014,215529201,92,Dracula Untold,6.2,2439
37000000,2978,16.414239,1989,215394738,108,Ghostbusters II,6.3,1131
110000000,2024,15.960788,2000,215294342,165,The Patriot,6.8,1130
150000000,27022,12.533525,2010,215283742,109,The Sorcerer's Apprentice,5.9,1526
41000000,65,8.374355,2002,215000000,110,8 Mile,6.8,1676
80000000,50546,9.267959,2011,214918407,117,Just Go with It,6.3,1588
80000000,11322,10.364794,2009,214104620,140,Public Enemies,6.5,1371
60000000,2501,21.040126,2002,214034224,119,The Bourne Identity,7.3,3640
55000000,8984,11.812244,1994,214015089,123,Disclosure,5.9,217
6000000,88,14.044122,1987,213954274,100,Dirty Dancing,7.1,1371
8000000,680,140.950236,1994,213928762,154,Pulp Fiction,8.3,8670
17000000,146,19.944953,2000,213525736,120,Crouching Tiger  Hidden Dragon,7.2,949
50000000,224141,9.580785,2014,212902372,125,Into the Woods,5.6,1688
80000000,10202,10.739419,2008,212874442,99,Bedtime Stories,5.9,924
66000000,1844,10.62333,1999,212404396,112,Entrapment,6,613
30000000,9273,8.205448,1995,212385533,90,Ace Ventura: When Nature Calls,6.1,1128
150000000,8619,8.693298,2003,212011111,138,Master and Commander: The Far Side of the World,6.9,808
45000000,1493,9.510762,2000,212000000,111,Miss Congeniality,6.1,987
100000000,9946,9.62371,1999,211989043,121,End of Days,5.5,488
35000000,95610,10.754139,2016,211952420,123,Bridget Jones's Baby,6.3,972
68000000,228150,36.713807,2014,211817906,135,Fury,7.4,4028
65000000,41733,11.73956,2010,211780824,95,Due Date,6.2,1737
130000000,1495,16.296471,2005,211643158,144,Kingdom of Heaven,6.6,1187
30000000,17654,11.589835,2009,210819611,112,District 9,7.3,3451
34000000,698,10.576273,1979,210308099,126,Moonraker,5.9,551
72000000,197,20.755149,1995,210000000,177,Braveheart,7.7,3404
78000000,9533,2.968157,2002,209196298,124,Red Dragon,6.7,1142
190000000,158852,22.296076,2015,209154322,130,Tomorrowland,6.2,2904
140000000,11774,12.817945,2004,209073645,108,Lemony Snicket's A Series of Unfortunate Events,6.7,1521
85000000,59961,8.338675,2012,208076205,115,Safe House,6.3,1361
2200000,151743,1.789133,2012,208000000,105,Lost in Thailand,6.1,28
20000000,296096,34.34759,2016,207945075,110,Me Before You,7.6,2674
48000000,1900,8.338222,2000,207515725,147,Traffic,6.9,573
38000000,9799,1.406181,2001,207283925,106,The Fast and the Furious,6.6,3485
26000000,9800,13.373006,1993,206678440,125,Philadelphia,7.6,1019
90000000,138103,14.753545,2014,206172544,127,The Expendables 3,6.1,1830
100000000,2668,11.072361,1999,206071502,105,Sleepy Hollow,6.9,1774
4000000,9325,22.845448,1967,205843612,78,The Jungle Book,7.1,1791
60000000,267860,15.037993,2016,205754447,99,London Has Fallen,5.8,1656
21000000,82693,14.488111,2012,205738714,122,Silver Linings Playbook,7,4840
5000000,72571,10.996308,2011,205703818,83,Paranormal Activity 3,5.9,685
40000000,820,13.813146,1991,205405498,189,JFK,7.5,513
150000000,117251,9.920223,2013,205366737,131,White House Down,6.3,1910
38000000,20943,8.450799,2009,205298907,96,The Ugly Truth,6.4,1005
52000000,9767,6.327193,2006,204999686,106,The Break-Up,5.6,851
60000000,38167,15.904834,2010,204594016,133,Eat Pray Love,5.8,655
120000000,9477,8.862107,2004,203567857,126,King Arthur,6.1,827
55000000,253412,10.758754,2015,203427584,121,Everest,6.7,1805
68000000,1903,10.071057,2001,203388341,136,Vanilla Sky,6.5,1100
47000000,329865,30.83786,2016,203388186,113,Arrival,7.2,5729
66000000,136797,18.271383,2014,203277636,130,Need for Speed,6.1,1560
70000000,44943,6.753746,2011,202466756,116,Battle: Los Angeles,5.5,1462
50000000,10312,12.52181,1998,202292902,115,Patch Adams,7,863
100000000,7552,13.473381,2005,202026112,90,Fun with Dick and Jane,5.9,639
13500000,1498,13.184585,1990,202000000,93,Teenage Mutant Ninja Turtles,6.5,486
15000000,951,3.67003,1990,201957688,111,Kindergarten Cop,5.8,643
28000000,277216,21.183077,2015,201634991,147,Straight Outta Compton,7.7,1381
90000000,10661,13.116461,2008,201596308,113,You Don't Mess with the Zohan,5.5,1068
42000000,64688,11.250764,2012,201585328,109,21 Jump Street,6.7,4151
80000000,41515,6.598296,2010,201584141,80,Yogi Bear,5.2,228
50000000,8920,10.003679,2004,200804534,80,Garfield,5.2,851
75000000,2253,8.635464,2008,200276000,121,Valkyrie,6.7,1195
7000000,1367,11.789813,1979,200182160,119,Rocky II,6.9,948
30000000,1669,15.91126,1990,199200000,134,The Hunt for Red October,7.2,971
125000000,64635,16.42635,2012,198802074,121,Total Recall,5.8,2540
55000000,795,8.228219,1998,198685114,114,City of Angels,6.5,537
195000000,81005,11.606061,2013,197687603,114,Jack the Giant Slayer,5.5,2634
85000000,7484,11.744242,2006,197309027,83,Open Season,6.1,676
60000000,137116,16.972835,2017,197183546,89,Smurfs: The Lost Village,6.2,311
38000000,12279,8.025145,2003,197011982,84,Spy Kids 3-D: Game Over,4.7,525
40000000,193610,9.389354,2014,196781193,109,The Other Woman,6.2,1467
55000000,2164,13.328924,1994,196567262,121,Stargate,6.8,942
75000000,1824,11.134888,2004,196482882,99,50 First Dates,6.6,2161
48000000,4547,14.969502,2002,196397415,111,Panic Room,6.6,1303
30000000,72570,9.524298,2012,196114570,104,The Vow,7,1328
75000000,9506,9.409379,2003,195745823,106,Anger Management,5.9,937
70000000,2310,9.951195,2007,195735876,115,Beowulf,5.5,855
28000000,699,9.765123,1981,195312802,127,For Your Eyes Only,6.3,497
45000000,9944,8.708306,1993,195268056,141,The Pelican Brief,6.3,377
22000000,381289,9.863789,2017,194647323,100,A Dog's Purpose,6.6,657
35000000,257211,15.651705,2015,194564672,121,The Intern,7.1,1926
85000000,1581,14.043416,2006,194168700,136,The Holiday,6.7,1259
100000000,3131,14.922399,2002,193772504,167,Gangs of New York,7.1,1964
15000,23827,12.706424,2007,193355800,86,Paranormal Activity,5.9,1351
68000000,4614,9.268136,2002,193000000,124,The Sum of All Fears,5.9,447
30000000,533,11.766244,2005,192452832,85,The Curse of the Were-Rabbit,6.8,660
55000000,156022,17.618057,2014,192330738,132,The Equalizer,7.1,2997
30000000,2907,12.962525,1991,191502426,99,The Addams Family,6.7,871
40000000,708,12.189038,1987,191185897,130,The Living Daylights,6.2,447
54000000,8536,10.301621,1980,190458706,127,Superman II,6.5,642
82000000,9291,7.349843,2005,190320568,113,The Longest Yard,6.2,804
95000000,9383,7.912103,2000,190213455,112,Hollow Man,5.6,645
40000000,11007,7.364297,2003,190212113,98,Cheaper by the Dozen,6,725
50000000,6950,13.676444,1995,189859560,127,Outbreak,6.4,522
22000000,11395,9.665424,1994,189833357,97,The Santa Clause,6.3,501
36000000,45772,9.244469,2011,189712432,84,Gnomeo & Juliet,5.8,547
66000000,846,12.311615,1998,189198313,121,The X Files,6.6,494
63000000,1370,11.624866,1988,189015611,102,Rambo III,5.7,703
50000000,187017,10.901496,2014,188441614,112,22 Jump Street,7,3375
90000000,116745,8.684892,2013,188133322,114,The Secret Life of Walter Mitty,7,3213
92000000,7446,8.980941,2008,188072649,107,Tropic Thunder,6.5,1707
20000000,579,11.21306,1978,187884007,116,Jaws 2,5.9,412
27500000,700,10.619302,1983,187500000,131,Octopussy,6.2,534
41677699,12429,8.470945,2008,187479518,100,Ponyo,7.5,953
60000000,949,17.924927,1995,187436818,170,Heat,7.7,1886
55000000,58224,15.214342,2011,187361754,94,Mr. Popper's Penguins,5.7,775
20000000,76203,30.316249,2013,187000000,134,12 Years a Slave,7.9,3787
60000000,547,7.685548,1998,186883563,170,The Horse Whisperer,6.7,296
28000000,69,11.476443,2005,186438883,136,Walk the Line,7.3,732
40000000,19912,8.805723,2009,186167139,82,The Final Destination,5.4,851
85000000,3563,6.645799,2007,186072214,115,I Now Pronounce You Chuck & Larry,5.8,640
120000000,10865,10.901602,2001,186053725,95,Atlantis: The Lost Empire,6.7,1257
23000000,10663,9.461823,1998,185991646,90,The Waterboy,5.9,521
170000000,44826,14.046164,2011,185770160,126,Hugo,7,2197
14000000,691,9.781451,1977,185438673,125,The Spy Who Loved Me,6.6,515
31000000,11000,6.49968,1996,185260553,117,The Birdcage,6.7,303
130000000,13183,16.551503,2009,185258983,163,Watchmen,7,2892
1488423,408,16.263878,1937,184925486,83,Snow White and the Seven Dwarfs,6.9,1973
11000000,395834,40.796775,2017,184770205,111,Wind River,7.4,181
45000000,388,13.393548,2006,184376254,129,Inside Man,7.3,1671
176000003,76757,21.463465,2015,183987723,124,Jupiter Ascending,5.2,2816
63000000,50359,8.904488,2011,183953723,95,Hop,5.5,338
20000000,376659,9.362056,2016,183936074,100,Bad Moms,6.3,1287
85000000,10481,7.668752,2000,183611771,100,102 Dalmatians,5.1,327
10000000,1970,9.740827,2004,183474602,92,The Grudge,5.8,889
140000000,267935,18.769476,2016,183345589,120,The BFG,6,1026
18500000,679,21.761179,1986,183316455,137,Aliens,7.7,3282
26000000,14560,13.003122,2009,183293131,91,Paul Blart: Mall Cop,5.2,807
85000000,62764,14.170183,2012,183018522,106,Mirror Mirror,5.5,1148
70000000,332210,12.687521,2016,182379278,87,Storks,6.7,706
35000000,1598,10.302735,1991,182300000,128,Cape Fear,7,692
90000000,10756,11.605735,2003,182290266,87,The Haunted Mansion,5.1,481
17000000,2064,15.783615,1995,182057016,103,While You Were Sleeping,6.5,340
24000000,688,5.951077,1995,182016617,135,The Bridges of Madison County,7.3,397
6000000,621,7.854899,1978,181813770,110,Grease,7.2,1633
160000000,503,6.581669,2006,181674817,99,Poseidon,5.5,594
0,11024,7.65458,2004,181466833,93,Scooby-Doo 2: Monsters Unleashed,5.4,519
26000000,9595,11.026793,1991,181096164,84,Hot Shots!,6.4,588
80000000,4147,13.426684,2002,181001478,117,Road to Perdition,7.3,1102
30000000,24,25.261865,2003,180949000,111,Kill Bill: Vol. 1,7.7,5091
30000000,11529,8.587129,2002,180622424,108,Sweet Home Alabama,6.1,408
75000000,7551,14.922904,2006,180557550,126,DÃ©jÃ  Vu,6.6,1519
42000000,80278,10.027434,2012,180274123,113,The Impossible,7,2071
0,9909,9.481338,1995,180000000,99,Dangerous Minds,6.4,249
65000000,76493,7.446085,2012,179379533,83,The Dictator,5.9,1789
78000000,8698,10.488765,2003,179265204,110,The League of Extraordinary Gentlemen,5.7,1181
110000000,262504,18.386172,2016,179246868,121,Allegiant,5.9,2064
52500000,824,13.691781,2001,179213434,127,Moulin Rouge!,7.4,1348
